 , , F, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths
AA	0	INVOLVED	842.2	1491.0	2895.9	277.2	211.0	410.2	282.594	282.556	282.67	0.114	5	5	4	2	1	3			808.9	1475.3	849.1	1492.6	921.0	1515.1	937.5	1516.3	892.5	1498.0	V	L	['UH0', 'N', 'V', 'AA0', 'L', 'V', 'D']	3	5	[1175.8353350178593, 2474.7637768498043],[802.0262032624059, 1463.3705329973154, 3003.31211069141, 4874.413317025215],[842.1643203181168, 1491.0196204168199, 2895.8554874535553, 4367.906876764662],[725.2821422595034, 1085.7157459243367, 1947.2568797570552, 3205.700995487118, 4323.604886105893]	[407.4102655487578, 2488.072209539865],[319.63356883596595, 289.2740178195349, 679.7808333373667, 959.1581287918672],[277.1518965249528, 210.97555277201104, 410.16662924818877, 697.2057970944611],[987.3685679594287, 320.6105710939746, 179.81755288696996, 327.18536877183334, 567.6346489349253]
IH	0	IN	569.4	1988.9	3164.9	185.8	121.5	168.6	282.809	282.783	282.862	0.079	1	4	4	2	0	0			540.1	1974.0	574.4	1991.0	593.7	1999.9	616.6	1981.3	598.7	1961.6		N	['IH0', 'N']	0	5	[416.679694213763, 2483.73038171755],[525.3604809636445, 1958.793877291067, 3183.8230874521255, 4798.5608956391625],[569.4138608762191, 1988.9157085836052, 3164.891243509343, 4511.221086058492],[602.5962818085485, 1957.5537544825627, 2813.1077008345146, 3422.546636584628, 4789.748987632792]	[1482.8689268453738, 1062.0330065238138],[119.67531905026007, 190.61229250070602, 260.4083444686509, 1013.6733614573952],[185.82761823569064, 121.50112171250744, 168.62049422534452, 767.3886804136469],[141.64314531727777, 118.34870171378556, 771.9785003153885, 442.6862122272473, 652.8974453286063]
AY	0	I	707.6	1857.1	2915.7	408.5	170.4	294.6	283.14	283.014	283.268	0.254	41	0	0	0	0	0			419.6	1622.0	569.5	1736.9	732.7	1859.1	679.8	2085.5	575.1	2311.5			['AY0']	0	5	[1852.3475802229543, 3366.9994585760096],[1440.0348772619445, 2665.4854721719316, 4010.2918315455586],[707.5825761837182, 1857.1123647417883, 2915.7295807818236, 4350.9950858177735],[740.6272896274962, 1810.941927316868, 2828.6709061217193, 3393.6919386864097, 4421.435737389507]	[941.5379720143619, 1439.3724310459081],[866.0125312221388, 763.6893434533465, 644.8385474906692],[408.51790613101576, 170.44271540690767, 294.6395647915663, 591.6098925308615],[492.33700784094106, 142.83827986183968, 298.02621133242434, 1883.7554954846562, 407.90938420278763]
EH	0	I	622.4	2210.6	2919.9	94.2	134.2	229.5	283.308	283.268	283.388	0.12	2	0	0	0	0	0			611.7	2266.3	624.6	2204.0	611.0	2219.0	572.0	2334.0	486.7	2423.0			['EH0']	0	5	[1254.6358382886067, 2911.665869412613],[638.7618728778724, 2278.8015392958505, 3045.5469260691048, 4617.211718952025],[622.399486190994, 2210.5824604548634, 2919.872696989717, 4372.746837716935],[612.1540942471233, 2028.0627857794282, 2283.4537717546236, 2952.229896066848, 4332.429574466192]	[917.3596907385388, 1042.8538928798116],[254.75971765497036, 180.8554957139546, 318.9332690263166, 403.1638225666832],[94.20287773523405, 134.21807560267996, 229.47333888107772, 646.1987821739505],[69.38080093220418, 1679.8313844629506, 944.5726066175182, 241.9242341923139, 612.8364909555617]
AE	0	SWAM	615.5	2099.1	2920.1	203.7	195.1	148.8	283.544	283.517	283.597	0.08	3	4	1	2	9	0			642.0	2240.4	596.9	2034.4	603.3	1885.0	642.4	1844.8	656.4	1763.2	W	M	['S', 'W', 'AE0', 'M']	2	6	[625.8791425815812, 2765.376507957701],[588.9999211434938, 2338.091340220398, 3049.2227832640115, 4886.783287083392],[628.6496502540252, 2288.180645601257, 3072.150700884663, 4572.538620271163],[615.5430541408751, 2099.061678943923, 2920.0967423388693, 3938.223876644591, 4944.471095091903]	[316.6462291502479, 392.6987095213912],[110.22663745140694, 717.94145520114, 562.7314339413258, 749.8932105907405],[132.36424987244808, 330.2245998142527, 258.11636791252096, 659.1317524345986],[203.70932663198974, 195.1129700361575, 148.8339347691711, 584.750446174362, 380.06193799022697]
ER	0	FOR	630.8	1531.9	2117.6	133.8	251.7	167.6	283.717	283.696	283.759	0.063	94	0	0	0	1	0			600.9	1447.6	633.7	1541.4	647.8	1575.4	651.4	1598.7	648.6	1603.8	F		['F', 'ER0']	1	5	[781.9613077461482, 1906.466510507173, 2877.5415736546483],[685.7213626064047, 1760.4857799281642, 2252.341404710828],[630.7524979643723, 1531.9393247657704, 2117.599019289427, 3491.3142331986933],[641.4420925084154, 1059.0774074478475, 1704.1551370030625, 2416.7661089466546, 3723.13484745965]	[535.3957478469794, 593.9801325342646, 2931.7270631072215],[323.57355968021693, 438.83820502668567, 896.4401598820644],[133.83988306669727, 251.70209755529154, 167.5885710795723, 495.8232708544941],[314.11572400444766, 1540.0996846214084, 145.4539846940944, 143.87793606838608, 309.32842371098707]
OW	0	O	670.0	1691.1	2849.2	283.6	238.0	1149.3	283.781	283.759	283.863	0.104	63	0	0	0	0	0			669.3	1696.5	672.0	1556.4	653.2	1435.6	665.9	1330.6	674.9	1278.5			['OW0']	0	4	[748.9569835673823, 1743.9613045666267, 4036.086116636014],[669.9905303875178, 1691.0512542615552, 2849.2336195417533, 4530.805816497391],[623.875533501434, 1555.7719879914368, 2304.2600200459146, 3330.953345325898, 4829.540582898458],[644.4824415770457, 1363.6457478713905, 2132.877435116272, 3232.9383950692277, 4508.078733698171]	[642.8420379412844, 372.356102596133, 1983.3920570370913],[283.64461976576064, 237.98741121838694, 1149.2616807003549, 1735.1856005327975],[132.5328931583448, 183.49089453374035, 654.3546965358772, 1617.2383520508772, 1183.854860993165],[452.7559120766346, 298.52614453158776, 182.32635404479151, 275.85465625799424, 354.55331864224564]
EH	0	S	574.3	1760.4	3046.8	290.6	386.7	442.9	283.895	283.863	283.959	0.096	2	3	4	2	0	0			607.5	1626.5	569.9	1775.9	533.0	1917.1	458.7	2107.9	453.2	2254.6		Z	['EH0', 'Z']	0	4	[1174.1863243097337, 2767.0969001031704],[574.3106720084899, 1760.427461286795, 3046.82295984981],[553.3898149589866, 1673.1090186318972, 2836.608562119709, 3463.414316206433],[524.3206808967957, 1325.6665139985407, 2388.117492824246, 3309.090736501539, 4574.112992410841]	[1332.8686629266747, 1053.9544999655707],[290.57245118647154, 386.7325147804877, 442.87546959726393],[168.77856996593394, 271.6025394753404, 747.0956357102975, 1403.9481496032763],[907.8643213620774, 184.72675024857742, 200.99604239014465, 291.93295529163936, 289.86254298655626]
UW	0	U	346.9	2233.1	3074.2	141.9	264.9	194.9	284.102	284.091	284.125	0.034	72	0	0	0	9	0			346.9	2233.1	346.9	2233.1	334.8	2183.7	323.7	2143.6	323.7	2143.6	Y		['Y', 'UW0']	1	5	[2568.5765384177225, 3091.9322745779155],[338.19078057472683, 2354.6382038905995, 3154.2906707604907, 4685.1772691136175],[346.8872401909809, 2233.0581860645566, 3074.1534926044656, 4066.131455544728],[354.12794569201344, 1746.6394496227035, 2632.0710105799085, 3433.8078574116716]	[1463.9875101682667, 967.3072986901913],[298.44533717550405, 354.3339308661549, 217.79211081600317, 731.1075654696194],[141.88627904094872, 264.9026519090562, 194.899261220489, 1594.9715800269812],[167.05422065100004, 1193.3011105776334, 163.71231260293283, 391.25124119299727]
IH	0	SWIMMING	691.0	1503.7	2869.2	236.1	337.8	481.2	284.298	284.289	284.317	0.028	1	4	1	2	9	1			691.0	1503.7	691.0	1503.7	685.6	1499.9	673.0	1493.3	673.0	1493.3	W	M	['S', 'W', 'IH0', 'M', 'IH0', 'NG']	2	5	[969.2488455724202, 2791.3906266965946],[688.2102310370658, 1526.6593532528045, 3108.1541511814116],[690.986379242395, 1503.697703021522, 2869.2477636502667, 3806.655858998528],[618.2850237481966, 729.1379907791365, 1565.6637176537674, 2787.991045402615, 3647.941778027141, 5165.909058028737]	[513.6041756592059, 1259.8671624596582],[289.9898112961987, 524.3794831704354, 506.6027607300176],[236.11004808749266, 337.75648806699695, 481.21435917223187, 863.9755391310391],[1145.088682872191, 353.3519247853433, 224.45003233162467, 210.5439836457155, 281.0506105791789, 463.5328348063111]
IH	0	SWIMMING	662.0	2295.7	3265.4	186.8	237.5	157.5	284.44	284.397	284.526	0.129	1	4	6	2	2	0			643.7	2203.6	660.1	2303.3	610.8	2379.1	602.2	2472.3	607.1	2592.9	M	NG	['S', 'W', 'IH0', 'M', 'IH0', 'NG']	4	5	[639.2146392267573, 3084.6901546928625],[591.8017384078979, 2303.8872982584035, 3314.70618837127, 4970.21973716729],[661.9828778113937, 2295.7065529258025, 3265.3765615101047, 4410.63699815059],[544.0290644753527, 678.8117626720958, 2302.038612007164, 3241.384810772224, 4125.695598533232]	[784.936275094639, 507.38459883710016],[154.9371309860236, 570.5831790713568, 325.0332866466607, 972.6969650840249],[186.80910094076378, 237.53794643860195, 157.46255059613748, 668.6381887390693],[956.739013390737, 591.7102677655264, 160.5248819044656, 121.86104985840437, 611.7041296394138]
AE	0	AN	681.6	2294.5	2830.5	174.1	233.1	347.1	284.58	284.56	284.62	0.06	3	4	6	2	0	0			692.4	2303.4	681.1	2294.0	681.8	2284.9	691.0	2297.3	667.0	2195.5		NG	['AE0', 'NG']	0	6	[530.3765239503889, 2600.0852465273056, 4447.671071699245],[545.9443261425959, 2471.4042162056057, 3264.937803725895, 4528.230687138836],[574.5562666046343, 2414.814845696327, 3063.471211491996, 4450.648759403293],[681.6432161343968, 2294.476047957979, 2830.4693907283277, 4005.684984202092, 4542.576225252445]	[821.09810878284, 267.3680047387432, 418.6161335049759],[288.99381706900897, 300.1440099373159, 1480.689502092912, 342.61736534227254],[307.40398241137177, 257.9476742051309, 710.8941226428958, 273.1366029807393],[174.0793616696366, 233.12926825169882, 347.0777623594916, 1139.8635936041458, 443.9084963471149]
AA	0	GOT	802.6	2037.9	2855.7	181.9	193.9	249.3	284.73	284.709	284.772	0.063	5	1	4	1	6	0			752.1	2082.4	808.7	2031.9	782.2	1856.4	831.1	1804.3	876.5	1804.6	G	T	['G', 'AA0', 'T']	1	6	[907.5740925881909, 2564.4994811997417],[745.3547091509541, 2050.1277025743348, 2918.132532374532, 4682.998582058032],[769.906058281218, 2068.5176994627955, 2918.453464181884, 4549.499748306957],[802.5696781190917, 2037.8555585461972, 2855.732282988072, 3683.7445313427834, 4817.8534409399035]	[952.1778889653979, 551.3776654361012],[191.85926077774212, 341.3165334582569, 332.08736388394084, 876.1748251668746],[209.44508729153407, 273.4533304413508, 264.9329886816101, 933.1846075099126],[181.85696191571085, 193.92093190258268, 249.2927564780032, 1144.788196551727, 571.8836057886283]
AH	0	REAL	698.8	1399.6	2803.1	162.4	212.6	615.5	284.926	284.907	284.963	0.056	6	5	4	2	7	0			674.3	1408.3	701.7	1397.7	719.9	1373.1	725.6	1329.1	713.5	1284.3	R	L	['R', 'AH0', 'L']	1	5	[938.8851506821583, 2244.493172090679],[694.4109345608309, 1396.6895115142627, 2926.0508703063365],[698.8468740112829, 1399.5794131181383, 2803.052317135963, 3811.665382589923],[668.8447674146247, 1083.6028093002765, 1448.7224048809016, 2803.706240382179, 3748.492925854241, 5059.257034996005]	[792.4813651684493, 1790.4014238958605],[178.17478043221433, 252.5696105978877, 421.7558781583858],[162.38252765152419, 212.64397441879842, 615.4573320847419, 1210.1855542091964],[182.57276430252898, 1160.097228513282, 273.32723342929427, 231.05859926367654, 648.2856327906159, 848.2892643480695]
AH	0	INVOLVED	676.2	1492.8	3671.2	166.3	165.6	923.0	285.024	285.003	285.066	0.063	6	4	4	2	0	4			667.3	1441.8	676.7	1498.0	678.0	1539.2	664.6	1549.3	644.8	1530.5		N	['AH0', 'N', 'V', 'AA0', 'L', 'V', 'D']	0	4	[802.5482319466562, 1719.7459469226585],[676.1658014148264, 1492.776478382405, 3671.1740204559637],[732.4499931645545, 1514.5493702971019, 3107.475733760337, 4291.4714347648605],[658.4783903093345, 972.1163027437135, 1545.7493767208623, 3192.7873782802567, 4330.398957582306]	[717.5064490779848, 846.5372415390124],[166.34179471468659, 165.60768756459427, 922.9765484352782],[154.4221080414518, 95.59172537888216, 659.0158382603153, 580.480593610342],[220.95602049965584, 1003.3628307113971, 132.14729575135806, 380.5303677306264, 363.3920356489059]
AA	0	INVOLVED	898.9	1433.3	2828.1	195.1	281.8	387.1	285.181	285.145	285.252	0.107	5	5	4	2	1	3			822.2	1444.9	903.2	1432.4	926.4	1408.0	921.6	1408.5	902.6	1398.3	V	L	['AH0', 'N', 'V', 'AA0', 'L', 'V', 'D']	3	5	[1071.2979586664317, 2249.510873759062],[884.793097094085, 1399.2367377843982, 3021.192428363278, 4673.982667604121],[898.8748780730624, 1433.292916424773, 2828.1461464180306, 4115.685680602627],[592.245577945392, 932.6637477955396, 1484.7139829122673, 2782.051104712291, 3872.033994357711, 5018.629931407097]	[240.29793357210193, 1696.214517691762],[248.53776216867615, 414.3807214134212, 709.058109760634, 1286.2957430372749],[195.14669058141772, 281.7833489999459, 387.09028533293537, 652.6518054725649],[1250.4806091715218, 331.26067797747675, 239.12978953099358, 210.90542947612698, 393.8799508345464, 565.210742430424]
IH	0	WITH	501.1	1735.6	3187.0	221.2	194.9	177.4	285.401	285.387	285.43	0.043	1	3	3	1	9	0			497.7	1729.3	502.6	1738.9	508.2	1774.6	496.1	1828.6	485.5	1840.7	W	TH	['W', 'IH0', 'TH']	1	4	[1411.6209253876486, 3153.0064595661133],[501.06715302972685, 1735.5838947568163, 3186.953956366689, 4891.4849714085985],[557.9518091228218, 1751.0633480186034, 3139.2373655458773, 4375.694912142557],[595.6276340999956, 1737.7816439732505, 2798.3752445799596, 3172.1138694442398, 4427.394809282532]	[761.7273019644906, 702.7071327726911],[221.22709427560272, 194.89685249233415, 177.39373110974586, 630.7492218381813],[247.8097768424347, 100.33294483961839, 94.42293147882083, 552.0795778917663],[206.85263764420816, 85.22734663537172, 2441.626017609876, 717.5009261940099, 321.93106358863423]
AH	0	THE	646.5	2030.4	2878.1	279.9	190.2	202.8	285.564	285.553	285.585	0.032	6	0	0	0	3	0			646.5	2030.4	646.5	2030.4	656.7	2012.9	670.1	1985.7	670.1	1985.7	DH		['DH', 'AH0']	1	5	[1472.8033309025047, 2908.8121238905405],[619.164719867506, 2049.3519974905225, 2939.3095482036956, 4596.421419409111],[646.4842117768262, 2030.3592292093062, 2878.107899173805, 4278.081477077359],[633.2178875303241, 1639.7038011781403, 2508.3215671517833, 3460.740129393294]	[1041.950128858857, 1315.656728964279],[359.6811539126454, 313.92157227074347, 372.2218317928784, 602.2922193381729],[279.9412321454193, 190.18875350932242, 202.84676262304436, 503.1696059096069],[400.2250503352097, 638.8618678027592, 182.3767314550557, 1391.932606338496]
OW	0	O	667.8	1814.0	2714.1	187.0	191.5	238.9	285.592	285.585	285.659	0.074	63	0	0	0	0	0			658.9	1796.2	614.0	1722.3	582.8	1634.2	558.7	1560.9	528.0	1567.7			['OW0']	0	5	[782.0788489147698, 2222.5223555030943],[650.759936367124, 1839.7640250648883, 2811.4969211257358, 4464.564947686053],[667.7940748698798, 1814.0153725512032, 2714.1475494650285, 4107.827206684971],[617.6089926224521, 1620.8234218716177, 2537.6136939889825, 3690.288069744555, 4749.408810061366]	[822.577174403342, 685.2366310195738],[214.8512434268597, 328.1704779889333, 516.2740657779647, 798.2464128572853],[187.04791192652436, 191.47019598900832, 238.9219376226418, 467.41854614602516],[457.2720211736085, 122.2082831459396, 117.71207426596985, 276.4259580281203, 489.7644164648079]
AH	0	S	534.6	1790.8	2761.7	270.3	131.5	182.7	285.675	285.659	285.708	0.049	6	3	5	1	0	0			545.3	1770.9	531.5	1798.0	512.6	1852.9	462.9	1933.6	416.9	1981.8		SH	['AH0', 'SH']	0	6	[1287.133302811373, 2627.7527143939615],[471.6506493707582, 1837.375894898451, 2991.0920238482013],[461.89662979984837, 1766.3585596781868, 2804.761879247668, 3941.9633459489437],[534.63092122134, 1790.8415810432853, 2761.745562268593, 3652.7814266679216, 5002.361947972807]	[1065.010434271119, 803.9040813044502],[316.7266848925886, 340.7596180148838, 381.96342325351856],[183.90520497774244, 265.85512603224487, 474.8216657162259, 1566.882902708396],[270.3413062113705, 131.4726370633493, 182.67034313655716, 478.95948250227286, 429.0344484697751]
UW	0	U	356.8	2292.8	2953.0	142.8	153.1	133.2	285.827	285.816	285.85	0.034	72	0	0	0	9	0			346.5	2363.7	346.5	2363.7	490.1	2404.5	864.7	2537.4	864.7	2537.4	Y		['Y', 'UW0']	1	5	[2570.5351863716182],[346.4905828366581, 2363.675849966615, 3020.236140707851, 4943.539959347747],[356.7648055865214, 2292.7837798909172, 2953.026680862031, 4586.234780899581],[390.2251014949026, 2269.959249533667, 2929.1555522231924, 3469.6548761626404, 4646.440720373547]	[1714.436787678016],[275.54930686288253, 253.44870179917186, 252.20067164427374, 352.49916209130714],[142.77477510468825, 153.05980527745578, 133.16902655400492, 598.5398424438497],[199.92605604073302, 124.5473922471036, 138.24280883905257, 2063.226752056646, 528.8232751220631]
AO	0	SPORTS	520.9	1011.1	2510.1	139.2	119.5	457.8	286.041	286.015	286.092	0.077	64	6	4	2	1	3			473.0	973.9	524.5	1015.5	558.5	1056.1	597.9	1108.1	629.8	1199.5	P	R	['S', 'P', 'AO0', 'R', 'T', 'S']	2	5	[836.7582915188245, 2674.5355934114464],[581.9515630217892, 1007.6501710243372, 2758.504087131076, 4683.354754897612],[520.8572160596344, 1011.0558215190997, 2510.095692471962, 3587.39174254211],[605.8966775622623, 1070.5720491556372, 2498.570029221587, 3508.912610440897, 4857.738904696941]	[217.13746440467415, 1396.6935989239487],[368.5819922197198, 339.7099694749953, 512.0948376718128, 1030.9618871325033],[139.17507500734445, 119.52655191312769, 457.8180190012296, 1262.269575642142],[158.19193688395512, 113.56600173451821, 181.43337259300137, 435.4487205897812, 550.7644352674492]
AH	0	JUST	593.5	1924.9	3112.0	495.6	398.3	297.4	286.423	286.406	286.456	0.05	6	3	4	1	5	0			607.8	1920.0	593.5	1924.9	612.6	1935.8	629.8	1946.5	637.5	1960.0	JH	S	['JH', 'AH0', 'S']	1	5	[991.685737277696, 3030.5782910577236],[526.7306621663039, 1918.5678556733142, 3195.5286015064526, 4806.0336648803905],[593.4881200425029, 1924.9321339480634, 3111.997232708918, 4361.314760775172],[518.9158811686924, 1014.4273843877055, 1983.1028420915081, 3080.4740728199567, 4156.879563214205, 5128.358218238649]	[1789.6107293689315, 986.2102767649637],[546.2918655801869, 635.3070512886399, 447.06395978485, 876.0440704262764],[495.55114190975917, 398.31811430470304, 297.37825626893596, 706.7625210327097],[432.4539815967936, 1396.6781550834642, 301.65313259920754, 195.7297518368252, 623.8738646726624, 837.2089728132985]
AH	0	THE	315.9	1825.3	3072.7	269.9	182.9	370.6	286.568	286.558	286.587	0.029	6	0	0	0	3	0			760.3	2404.2	760.3	2404.2	703.2	2359.7	582.3	2245.7	582.3	2245.7	DH		['DH', 'AH0']	1	5	[2023.0400394430535],[760.2760200868267, 2404.23615050592, 3832.3523330096996],[315.879730911013, 1825.2894404425406, 3072.6922970024752, 4585.123472365933],[344.2998330178905, 1814.5473621027706, 2965.6683730925624, 3497.570721778716, 4666.918671395679]	[940.7742224846761],[600.6939185591955, 625.4816998222748, 707.2705138237574],[269.9359498798865, 182.9424782077129, 370.58387368157224, 524.9486981986399],[318.0750986837299, 139.40671302545962, 463.9145551111379, 1315.7379643357067, 328.0607526398549]
AO	0	SPORTING	531.1	1103.4	2310.9	157.8	243.3	736.8	286.748	286.732	286.779	0.047	64	6	4	2	1	4			518.8	1075.4	531.1	1103.4	566.0	1168.9	597.8	1272.3	605.8	1311.4	P	R	['S', 'P', 'AO0', 'R', 'D', 'IH0', 'NG']	2	5	[775.1305797809026, 2179.5682506089875],[587.9007724101809, 1170.088574364877, 2749.854897904786],[531.0862911717705, 1103.3987346074568, 2310.9403259502574, 3310.5132753618263],[557.1403784700435, 1094.975056885768, 2203.5797967561534, 3282.490531139416, 4701.3380303730155]	[380.5342259186372, 1683.337062075249],[289.7953230033792, 514.9510935588687, 797.1509119360571],[157.8414430473488, 243.3404943793737, 736.7819269711847, 1110.2084642033615],[459.0620785433192, 207.73741240294527, 276.3965911993621, 359.8022348322149, 412.44397045030206]
IH	0	SPORTING	550.5	2186.2	2728.0	151.5	191.6	198.0	286.835	286.823	286.859	0.036	1	4	6	2	3	0			550.5	2186.2	550.4	2196.7	555.6	2249.4	567.4	2281.0	567.4	2281.0	D	NG	['S', 'P', 'AO0', 'R', 'D', 'IH0', 'NG']	5	6	[604.9293195313937, 2670.394762466306],[465.3040834695263, 2309.152133154379, 2864.8429113772013, 4352.866287569587],[461.4365369019855, 2177.953681248118, 2613.469511517045, 3476.460014142813],[550.5137512328506, 2186.163923581733, 2727.9507290989, 3238.236088473614, 4594.353580817609]	[945.1853001534784, 384.17726483958637],[158.10512930181517, 287.6062591500456, 227.95491089393013, 1083.020585650318],[147.74767536419685, 1313.8387649531903, 352.044782408003, 1760.547237196302],[151.52482104007467, 191.59222329354373, 197.9753532602771, 501.3503551018114, 407.8678824327198]
OW	0	PROGRAMS	697.0	1535.2	2466.9	140.1	129.7	240.6	287.046	287.038	287.081	0.043	62	1	6	2	8	1			697.0	1535.2	684.7	1512.9	656.6	1462.1	629.8	1391.6	622.4	1371.8	R	G	['P', 'R', 'OW0', 'G', 'R', 'AE0', 'M', 'Z']	2	6	[804.003266177872, 1957.504541828417],[666.3425361720015, 1571.5102628733914, 2986.190508729988],[623.9268177545961, 1454.9935708034907, 2218.239719172536, 3318.8695663113867, 4826.173989476665],[697.0362180130356, 1535.1836623618265, 2466.884028586408, 3544.379629589917, 4861.930623630262]	[569.9239418458732, 942.8199615410974],[224.27540420084827, 334.96268788419184, 615.7568032894266],[124.93824938506869, 279.46378932883346, 733.080094975055, 676.5304453180242, 632.05469576504],[140.11887192643724, 129.6984983314691, 240.59313236804394, 215.50048474958035, 156.18523469839838]
AE	0	PROGRAMS	728.5	1971.5	2539.8	222.0	194.8	325.9	287.254	287.207	287.347	0.14	3	4	1	2	8	3			678.7	2035.7	739.0	1962.9	828.5	1857.9	796.1	1658.1	770.7	1515.2	R	M	['P', 'R', 'OW0', 'G', 'R', 'AE0', 'M', 'Z']	5	6	[989.487507204347, 2310.3275954858846],[675.6048949463016, 2046.6704911220668, 2701.3303515504954, 4434.207303627807],[654.109165962214, 2025.841964085175, 2480.518077550171, 3115.793043425147],[728.4682836000869, 1971.5305309389823, 2539.795634475766, 3351.9695257518974, 4651.468726241378]	[1084.5516041595326, 397.0607476727574],[273.22110391002786, 274.53994971392626, 468.2370883657155, 1046.2810217791534],[224.9413306728781, 367.6420322010443, 1111.616318378593, 1631.5101952499376],[222.00457878276742, 194.83099576579298, 325.90229538255346, 658.8807351492813, 515.5981525245658]
EH	0	AN	657.7	1816.5	2987.7	155.1	132.2	106.4	287.548	287.514	287.616	0.102	2	4	4	2	0	0			619.1	1798.2	662.5	1820.6	680.3	1889.6	639.3	1939.5	582.8	1940.7		N	['EH0', 'N']	0	5	[781.5401657675844, 2532.112648422137],[607.4666059716973, 1761.315018877728, 2976.47183653132, 4737.469171134149],[657.676660040054, 1816.4828617494934, 2987.6953083504236, 4669.56985922319],[580.8758632879507, 753.8911577596364, 1914.9854157126215, 3041.3383062325483, 4454.424582164687]	[808.369759512178, 932.30075927022],[101.11538849660721, 191.67296688663617, 199.99215173036777, 353.4677638546937],[155.09425322906262, 132.1544583857438, 106.44988828076006, 309.1347062589541],[1254.9846052704195, 595.7966551425667, 114.3964202193878, 309.1635893765757, 1324.0500939738804]
AH	0	I	734.8	1891.3	2934.4	357.9	355.6	285.1	288.023	287.996	288.078	0.082	6	0	0	0	0	0			748.1	1866.7	740.9	1893.3	781.1	1874.1	781.6	1783.4	764.4	1674.6			['AH0']	0	5	[1296.289135768975, 2869.949334086989],[723.9590303282525, 1904.3616121244524, 3016.5343649250303],[734.8004583472696, 1891.330970630955, 2934.3583737682156, 4151.7299248853105],[664.6147129422269, 1607.4206144963582, 2457.393353798676, 3377.8406568389664]	[937.4343440164924, 669.8117894013443],[533.6803623059919, 572.3934008855275, 415.6870071133355],[357.9092024838552, 355.5771785913502, 285.1078214847392, 1038.046305680208],[587.025626656132, 895.170502925833, 560.3439363945944, 507.15038355871394]
AH	0	LOVE	762.1	1569.7	3154.7	221.1	190.3	118.4	288.144	288.129	288.173	0.044	6	3	2	2	7	0			762.1	1573.9	762.1	1569.7	748.4	1557.2	729.0	1541.3	717.8	1532.4	L	V	['L', 'AH0', 'V']	1	5	[1055.56457136173, 3366.079369847048],[659.2756377882715, 1480.3172732082871, 3199.599219067064, 4596.813449842387],[762.1256320988662, 1569.6949086445277, 3154.654670875497, 4303.197253235294],[770.8147681808866, 1556.0297240630307, 2999.4395960156, 3683.991512975124]	[537.3210690401777, 875.8979731830515],[227.2746063760694, 303.89878737757397, 248.72024422275902, 624.7496839658249],[221.12344456610654, 190.34674006307904, 118.36368026477034, 392.6946420445072],[153.76405107956353, 142.684503984151, 1109.1770148414187, 578.5160343003214]
AH	0	OHIO	665.3	1428.8	2777.0	210.7	208.9	211.5	288.226	288.209	288.259	0.05	6	3	0	1	0	2			643.9	1445.8	665.3	1428.8	712.8	1426.5	750.9	1423.3	779.6	1439.0		HH	['AH0', 'HH', 'AY0', 'OW0']	0	6	[895.6548061034568, 2883.461129430012],[577.4275873709207, 1356.9636597023348, 2999.991067057715],[594.4677755596865, 1392.790911151295, 2841.3211951609833, 3956.838099489972],[665.2787983824518, 1428.7825389664563, 2776.9949611384095, 3699.862786450693]	[549.631866315754, 1041.5987170123522],[346.9420978370123, 591.0033847659427, 462.4278107456598],[285.39971987084954, 362.1797168328421, 310.36232937709553, 662.8387505336192],[210.7144973089257, 208.94997668338175, 211.4576308999835, 593.087129909136]
AY	0	OHIO	1034.9	1744.3	2802.1	453.2	363.2	277.5	288.31	288.319	288.388	0.069	41	0	0	0	0	1			822.5	1825.0	642.4	1786.0	550.1	1857.3	523.9	1907.5	494.4	1994.5	HH	OW0	['AH0', 'HH', 'AY0', 'OW0']	2	5	[1682.1420573647877, 2772.1266824089694],[1338.776777807239, 1978.2170073031239, 2952.012848613462],[1034.8899507865287, 1744.2873045366846, 2802.1353667437033, 3742.315663953347],[1095.5728366850383, 1752.6016051569654, 2746.9628640918795, 3568.3360138199364]	[1221.016328810408, 528.2636613026057],[567.3799414731146, 1285.2694528103564, 503.7132777863492],[453.2201250066692, 363.1809038391533, 277.48800039009666, 604.3442326611113],[248.50349242239724, 222.24962228826848, 189.77709873907094, 796.8056759079168]
OW	0	OHIO	558.4	2027.9	2805.3	188.7	155.1	103.9	288.395	288.388	288.438	0.05	63	0	0	0	0	0			468.1	2018.4	465.9	2024.7	453.5	2048.9	433.8	2037.7	402.9	2018.0	AY0		['AH0', 'HH', 'AY0', 'OW0']	3	6	[1304.1169447010525],[481.6791287423776, 2178.019280914568, 2898.4614062242395, 5031.115569543823],[468.0910473858605, 2018.3936356205343, 2844.557933396399, 3790.6342364347056],[558.4039750553465, 2027.8662550986169, 2805.289110454768, 3499.9794198799723, 5027.722123652186]	[1321.3042517637996],[272.22809767896285, 463.7992976108035, 202.8428956377067, 579.949801832032],[141.00412783360463, 399.51732300662366, 196.06265036783367, 1965.1721008003813],[188.6873431759103, 155.0776756875591, 103.94079417987943, 675.0239928071323, 388.809435573612]
