 , , F, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths
AH	0	UM	761.1	1644.1	3197.0	291.2	312.8	167.4	567.666	567.597	567.805	0.208	6	4	1	2	0	0			837.0	1717.1	762.8	1608.6	780.4	1575.5	715.1	1552.5	619.9	1505.8		M	['AH0', 'M']	0	5	[1044.3918733265332, 3244.228903729662],[673.0057072288208, 1544.8469497361175, 3250.1666844363253, 4930.649405489185],[761.0902578236194, 1644.0700597201533, 3196.986563078529, 4360.494925164966],[654.51784674992, 973.3167416217632, 1736.1314962064907, 3202.882815167258, 4322.847660516318]	[560.7908981607792, 717.119507128046],[313.57176784244314, 485.1335781105056, 283.6040088325733, 900.1270551773254],[291.1744735419258, 312.79698960661784, 167.38675990560304, 731.5666985577731],[425.6395760891761, 989.0552639300187, 430.87560263484687, 127.13052076228156, 583.0273923943699]
AH	0	UP	830.5	1667.6	2982.7	155.8	217.2	231.7	568.522	568.49	568.585	0.095	6	1	1	1	0	0			833.8	1652.8	830.4	1668.5	848.6	1677.3	846.5	1678.9	761.6	1635.0		P	['AH0', 'P']	0	5	[1058.0762175122516, 2457.354128482846, 4458.851110962729],[828.6200900092932, 1655.9992655692017, 3022.321741524022, 4640.417229339504],[830.5205953106863, 1667.6364712588108, 2982.706033942995, 4496.965039265717],[793.6413229688582, 1282.5669024963183, 2047.3399872647478, 3326.3979115053894, 4442.0265499701]	[485.3939061012383, 1515.1588184497884, 2736.085899932849],[211.94346164086932, 325.65173355971325, 346.7750173262867, 436.96002469745656],[155.7717191009323, 217.15410074527023, 231.67177509576462, 500.9010780867162],[375.6422210677684, 1441.3330705252706, 213.72790480641237, 489.78600725050774, 689.2809731465952]
IH	0	UNTIL	626.7	2136.5	3310.7	150.7	452.4	91.5	568.704	568.671	568.77	0.099	1	4	4	2	0	4			637.2	2116.2	624.7	2129.7	617.9	2103.0	601.1	2068.7	500.1	2055.0		N	['IH0', 'N', 'T', 'AH0', 'L']	0	5	[570.5118462976614, 3302.274648309344],[536.1570369131068, 2084.0468528285637, 3345.7104020488546],[626.7294029553833, 2136.50770803243, 3310.6988893132243, 4239.648016652753],[631.9944932165822, 2047.7062594540612, 3238.108236199635, 3720.300395196746]	[340.35986922863935, 286.5361806754813],[183.87136478137438, 1715.6174267983629, 211.90201027201198],[150.65183407234696, 452.35562016499154, 91.50370109651314, 680.4146738841065],[111.21242212337899, 613.5910906382678, 572.0670795848905, 1149.06967475443]
AH	0	UNTIL	658.5	1664.7	3275.6	186.8	130.3	139.9	569.013	568.982	569.075	0.093	6	5	4	2	3	0			609.8	1706.0	658.0	1655.8	658.3	1595.0	674.8	1555.2	680.1	1514.9	T	L	['IH0', 'N', 'T', 'AH0', 'L']	3	5	[1031.4900616057769, 3146.3887684058222],[583.0315430457342, 1611.1769194511562, 3330.1766412138472, 4703.481226340707],[658.4672193815054, 1664.6812237096665, 3275.633324417786, 4485.651089007134],[594.9187047412922, 1459.3394685299104, 2437.4760322363977, 3495.0618516277054]	[836.8777991095627, 2314.5362044333615],[166.0534898213031, 244.7382876224695, 289.6499480063111, 377.5527707417142],[186.84357665556968, 130.34075665839725, 139.92565972946102, 308.3798178160912],[457.23865085638613, 368.06200910086045, 1706.2875896187627, 151.12581906303683]
AA	0	MARCH	655.8	1217.7	2346.2	481.9	183.3	519.9	569.846	569.796	569.945	0.149	44	6	4	2	2	3			635.2	1181.5	652.5	1225.5	664.5	1296.0	696.6	1304.1	707.4	1318.9	M	R	['M', 'AA0', 'R', 'CH']	1	5	[1153.4386522336101, 2738.5224491000463],[1118.5738734866347, 1969.9205023786315, 2958.2099118846504],[655.7979684029666, 1217.695761296506, 2346.2105637536947, 3128.0071220248174],[488.52921562800685, 1086.546851634376, 1570.5962296762214, 2649.379015210243, 3560.406287201705]	[239.8110641920688, 580.7680960416909],[266.62549154454933, 1644.9975437671903, 544.589656972045],[481.892655921527, 183.32344139917583, 519.9238362106065, 403.58258171673805],[1309.960746432399, 455.4027762188055, 479.67320113294204, 248.42153060819015, 201.25258737879955]
IY	0	HE	410.4	2610.1	3237.3	108.8	127.7	280.2	570.705	570.677	570.762	0.085	12	0	0	0	0	0			383.3	2629.1	416.9	2599.0	452.5	2484.9	461.0	2271.0	450.1	2041.4	HH		['HH', 'IY0']	1	5	[826.6742634808153, 3318.7954079906394],[395.5478813754044, 2643.15212804414, 3300.6351402903547, 5024.149422269638],[410.4176773898224, 2610.1307966395234, 3237.3042715240217, 4729.35483022659],[453.2819019979719, 2565.2504886133484, 3094.1575820051685, 4004.9246956905145, 5072.078536991946]	[539.2840365049763, 421.9612449910232],[78.10089490168424, 208.16026190833898, 451.35853249441135, 614.7587920246591],[108.82908171763982, 127.73933986535792, 280.19611401312113, 666.8954002561177],[113.43185452022973, 107.02739221414623, 238.93935705086437, 703.7303221423214, 374.9112838408523]
AH	0	WAS	504.7	1827.9	2899.0	178.7	152.4	413.5	570.802	570.792	570.823	0.031	6	3	4	2	9	0			422.8	1856.4	422.8	1856.4	417.8	1866.5	407.4	1884.0	407.4	1884.0	W	Z	['W', 'AH0', 'Z']	1	6	[1265.4541143662855],[420.69925763136905, 1869.4278809939199, 3165.238134605885, 4792.183958908293],[422.84142399974627, 1856.43878496392, 3118.242567776174, 4418.619453315368],[504.7126918973215, 1827.9118823178403, 2899.028393000256, 3532.056426176722, 4815.735458475614]	[997.2931781103788],[175.2357346372809, 382.6337721718556, 386.69443226360175, 927.5323074092433],[169.38554532549307, 336.8545669614095, 377.61440276308764, 1389.3958922600293],[178.74813938336192, 152.37628501917493, 413.49305163449463, 745.2255017561553, 681.4579088936185]
AA	0	AT	601.1	1750.9	2495.6	236.6	112.9	1536.5	570.912	570.891	570.955	0.064	5	1	4	1	0	0			525.3	1766.2	612.4	1750.7	654.5	1519.4	704.8	1478.1	734.0	1512.7		T	['AA0', 'T']	0	6	[1661.5322850155953, 3301.6993728364214],[582.3078303866195, 1762.1425906148622, 3112.6188697188477, 4729.13238185684],[580.2952317005132, 1761.949074283313, 2486.117761748329, 3333.35078191343],[601.062455949362, 1750.8853568334732, 2495.5550190712484, 3152.4774280521415, 4713.04889630773]	[595.2789844268738, 1028.1248759240166],[238.05902960851307, 104.7791600780367, 141.6305193194172, 272.61562718918566],[252.68052747775434, 122.62822554908065, 3384.6856849491874, 160.47242917526734],[236.60663586750795, 112.8795351164455, 1536.5149298442982, 137.30322677074454, 197.64751857998246]
OW	0	HOME	554.2	1201.9	2313.2	497.1	154.7	1008.6	571.096	571.081	571.154	0.073	62	4	1	2	0	0			562.9	1203.5	608.1	1184.8	595.2	1139.9	546.8	1085.8	512.5	993.8	HH	M	['HH', 'OW0', 'M']	1	5	[1145.4106576143422, 2872.588773850098],[715.112492647725, 1541.3892190900192],[554.2237170146116, 1201.8508164850016, 2313.2364440920314, 3349.2088983885205, 5152.144748922186],[718.7526087635446, 1230.5973532881271, 2408.4607852535846, 3420.3579035358043, 5078.1516721574635]	[245.31351071516477, 1570.0565769242082],[812.1504405830793, 589.4634876898765],[497.141330421362, 154.67458214440896, 1008.5855723043147, 853.0471865653896, 500.9723223595193],[589.8983145695938, 166.8010127136379, 639.4644894216849, 561.8453955289885, 621.6122177651267]
IH	0	WITH	557.4	1809.7	3258.9	346.7	258.8	147.1	571.257	571.242	571.288	0.046	1	3	3	1	9	0			555.5	1775.0	558.3	1826.9	559.9	1937.7	555.1	2003.9	545.2	2008.9	W	TH	['W', 'IH0', 'TH']	1	5	[1179.9913563963557, 3320.9585553820298],[506.48549832486526, 1800.5680871651161, 3332.456107462478, 4949.235578630994],[557.4491976136221, 1809.7371320665372, 3258.928154898553, 4104.843259751189],[594.0346706949732, 1649.9429000401162, 2765.536971142993, 3405.693161962807]	[1146.1130103822618, 419.83396269916636],[361.96406202467205, 497.0808896300608, 193.36618733681826, 1146.2676283975497],[346.7222308113212, 258.8191101650047, 147.12404268117947, 596.685337137553],[385.21852537611375, 433.0238117631867, 1391.8633845957634, 425.60803769067024]
AY	0	MY	871.9	1877.0	3158.8	416.2	193.2	269.3	571.437	571.412	571.612	0.2	41	0	0	0	2	0			827.9	2056.8	670.6	2283.9	616.4	2555.3	617.7	2773.6	616.2	2849.9	M		['M', 'AY0']	1	5	[2339.5346059310414, 3762.59743653893],[695.8481293286593, 1780.7689403321594, 3290.2558952646464],[871.9205594587146, 1877.048790714673, 3158.782646491382, 3966.4447861122226],[730.5355817059602, 1355.9388171839141, 1906.6355699692745, 3189.909961620917, 4070.5250372089376]	[1313.4527034785042, 1229.8214794368134],[471.7964130159473, 333.7621212294727, 411.5819336285058],[416.19599231969084, 193.21368673464778, 269.34926477879577, 732.1482975429603],[848.9086894218874, 1487.0059866004397, 272.08184002871536, 187.22966749693333, 431.5730880584654]
AE	0	AUNT	677.9	2401.0	3082.8	204.6	293.3	669.9	571.642	571.612	571.702	0.09	3	4	4	2	0	3			660.4	2539.7	679.0	2390.5	703.3	2291.0	557.2	1634.4	533.3	1120.4		N	['AE0', 'N', 'T']	0	6	[556.5585048496328, 2913.36037479154],[553.7202563490785, 2566.1016580958367, 3428.589052799004],[659.4193635790554, 2461.172634763485, 3253.7748875512793, 4298.836489957543],[677.8855376475498, 2400.9849205855653, 3082.7738243436675, 3867.8280130805188]	[730.259042424132, 462.71614394522027],[224.1459477457079, 545.6943469131252, 747.560267146515],[263.40139189862475, 297.9425829211693, 405.2709967799528, 989.0350576708895],[204.6321308687784, 293.3362078392383, 669.9391187797177, 1031.277174134066]
IH	0	WITH	626.3	1531.8	3108.5	576.6	133.6	337.7	571.813	571.792	571.856	0.064	1	3	3	1	9	0			544.0	1413.1	634.8	1548.8	668.4	1679.1	664.3	1779.8	599.8	1837.5	W	TH	['W', 'IH0', 'TH']	1	5	[1378.9013633615814, 3230.7230056037743],[494.80531384985267, 1512.589340897156, 3291.1011262408406],[626.3156770861304, 1531.7852665356359, 3108.515473224195, 4005.1339945984014],[603.3693971293281, 1277.5232102896628, 2654.217555318568, 3527.8889092920263]	[298.06994052695046, 867.4261347766977],[595.2227967335094, 211.4466540659209, 403.5358035377704],[576.6470322134534, 133.56975982874806, 337.6911500445269, 705.9342409906934],[815.3411462984726, 231.7197785012528, 328.32098364307285, 1244.3660445864523]
AE	0	FAMILY	585.6	2510.5	3209.6	175.3	139.6	231.9	572.014	571.979	572.085	0.106	3	4	1	2	1	1			523.8	2409.5	592.2	2496.6	626.2	2350.3	569.8	1728.7	485.0	1148.0	F	M	['F', 'AE0', 'M', 'L', 'UH0']	1	6	[1144.0130115828176, 3658.975912873036],[457.8718759881984, 2601.43351862228, 3361.0684502461386, 5027.564830856205],[549.8364246484919, 2542.8336397187295, 3265.6306353909285, 4424.07475488362],[585.6421538657987, 2510.5383310067978, 3209.6435911285666, 4147.737448409751]	[734.4324736411172, 906.081423182236],[162.04619641752996, 382.17070892505706, 510.6752306688962, 929.4590134252609],[240.69974378805452, 157.34189108539354, 208.25424685282164, 517.9776579045606],[175.32483182041776, 139.58948186497926, 231.8622938301179, 914.7821447062186]
UH	0	FAMILY	536.0	1798.7	3260.5	235.3	153.7	346.3	572.191	572.172	572.228	0.056	7	0	0	0	7	0			541.9	1808.2	535.9	1796.4	537.4	1770.0	530.8	1700.4	521.7	1608.6	L		['F', 'AE0', 'M', 'L', 'UH0']	4	5	[1721.0793544649327, 3701.75287728354],[535.1306342699769, 1850.49099645376, 3480.214367341678, 4510.510361608172],[535.991165314387, 1798.663679194083, 3260.509025325834, 4101.801691362389],[608.0407180653859, 1773.4849367355846, 3126.3599186099045, 3927.8108591875493, 4881.050764894524]	[802.274566947728, 605.9386438146498],[610.3193826038929, 345.1746312257798, 370.2978598106066, 730.2482058196015],[235.30053026795326, 153.7385897068927, 346.3374690973028, 437.7430715025965],[407.97844893116996, 108.88759946983686, 196.2236020904835, 251.95184462483786, 621.034430297386]
AA	0	WATCHING	926.8	1450.2	3113.9	781.0	284.9	224.6	572.312	572.282	572.373	0.091	5	2	5	1	9	1			741.5	1339.6	957.9	1471.2	1038.0	1581.7	814.8	1634.2	585.6	1634.6	W	CH	['W', 'AA0', 'CH', 'IH0', 'NG']	1	5	[1325.8067143018343, 3071.448811627861],[960.2674262363486, 1604.1101401412288, 3136.7150791368745],[926.7891324810057, 1450.1555493390892, 3113.8779833855, 3736.2719481850136],[318.0449305788306, 1138.836520676843, 1485.372312832111, 3069.5351989859655, 3416.166682134879]	[184.68368573462914, 277.92666535724044],[727.7026145626828, 977.9162848637491, 162.66573363397347],[780.9581074331119, 284.8821055524927, 224.594276152451, 1625.3622222846236],[1416.2813401480862, 671.3551302070706, 313.97727959639457, 235.74643476351105, 701.3838408316764]
IH	0	WATCHING	533.9	2366.6	2992.0	228.3	126.9	178.6	572.505	572.493	572.529	0.036	1	4	6	2	5	0			533.9	2366.6	540.5	2375.0	579.9	2413.2	610.3	2444.5	610.3	2444.5	CH	NG	['W', 'AA0', 'CH', 'IH0', 'NG']	3	5	[1402.610798642977, 3217.2275557895505],[696.1543968222724, 2504.5067108631065, 3154.0483317764574],[533.9415187184421, 2366.61603607618, 2992.000892401696, 4442.769296697475],[618.5632617618304, 2342.4129325765916, 2942.426785005437, 4128.923075667864, 4546.341414752124]	[526.4423357770212, 762.9317030427701],[290.99578092799106, 360.1197407824152, 468.82501631012025],[228.3313826425448, 126.94579828979248, 178.60427000773822, 255.63651370204454],[180.07050937728025, 83.01078726548312, 136.09659560723682, 1115.2589048946843, 406.21170686535436]
IH	0	HIM	451.8	2256.2	3178.7	263.2	144.9	180.5	572.644	572.623	572.685	0.062	1	4	1	2	0	0			429.5	2297.9	458.7	2250.7	520.3	2198.0	547.3	2096.3	502.4	1962.8	HH	M	['HH', 'IH0', 'M']	1	5	[2219.499109020041, 3147.9763660432845],[419.5790458538187, 2291.54612864478, 3237.653392486489],[451.76246464068515, 2256.193606790269, 3178.688875713023, 4510.091341949732],[586.1060176008791, 2238.5984049362905, 3126.871466844922, 3622.0588059646147]	[1026.2406768158742, 595.5001300842667],[434.5457522647755, 207.19569049963, 197.58698346271999],[263.2211657675439, 144.9034939706579, 180.5257925010669, 1390.4393125568486],[329.00386107435935, 87.62842384173264, 182.09545119184614, 1201.540260355326]
AH	0	IN	749.9	1907.8	2814.4	411.7	205.3	1365.9	572.782	572.762	572.822	0.06	6	4	4	2	0	0			696.4	1869.5	752.7	1909.2	758.7	1910.8	741.9	1898.1	714.8	1894.1		N	['AH0', 'N']	0	6	[1686.7772898245953, 3232.554348988496],[546.158841250255, 1918.6619713536252, 3268.298525664331],[723.324359106388, 1929.4515800902968, 3160.9561889624274, 4055.8988070323594],[749.8779807463493, 1907.7713257688965, 2814.4113406097454, 3418.3689600888606, 4174.565881498795]	[697.4422137316494, 539.3043233654083],[594.1425895344892, 391.6613154454272, 275.8727411978283],[538.8782290635697, 194.20571057640626, 172.704806789297, 606.047495546605],[411.7412738514081, 205.3177372498768, 1365.9215879486, 1073.56840573106, 1084.8724996530582]
AA	0	OUR	955.6	1596.2	2746.0	406.5	230.2	452.3	572.891	572.856	572.96	0.104	44	6	4	2	0	0			835.6	1630.7	960.0	1591.9	804.6	1539.2	667.3	1538.4	844.6	1577.5		R	['AA0', 'R']	0	6	[1425.5237587155716, 2974.4249131127763],[1319.1069581491483, 1748.311888039806, 3057.7537326094352],[717.6372015005596, 1512.9159365703913, 2814.672082154986, 3193.5696186854975],[955.607562093036, 1596.1603829995584, 2746.0222112999136, 3181.313875965209]	[329.7626072764759, 273.3458531541132],[886.8360683212569, 1432.6729819034797, 202.42694792816485],[906.3405486710969, 376.1535539054164, 945.7372125602782, 639.3495379964677],[406.4812753558861, 230.19906689842912, 452.2843040457223, 312.1575821101811]
OW	0	HOME	529.9	1148.7	2472.9	389.2	196.2	1014.5	573.161	573.129	573.338	0.209	62	4	1	2	0	0			539.7	1114.2	554.9	1086.3	535.7	1061.7	585.4	991.0	627.0	877.3	HH	M	['HH', 'OW0', 'M']	1	5	[1181.0864795192347, 3179.913482176905],[875.669207199964, 1729.409976320383, 3231.439701780885],[529.9098667895275, 1148.745992039666, 2472.8784203045857, 3272.367483566532, 5077.443635422496],[584.5480529113196, 1231.002428978701, 2272.4607902208268, 3206.274174315581, 4481.854488096457]	[226.585830567804, 339.6045515935654],[650.1250761465807, 1250.8408236712994, 238.40828092596377],[389.1862832152039, 196.21535613274594, 1014.496090266902, 196.0826996756236, 669.9765214829963],[945.7969106390726, 296.60945850092185, 780.79555582662, 385.92681959314064, 438.8046542041925]
AE	0	AN	853.2	2082.1	3355.9	435.6	295.4	269.4	573.942	573.919	573.988	0.069	3	4	4	2	0	0			900.3	2051.9	847.9	2084.3	757.4	2078.6	682.1	2061.2	614.3	2055.8		N	['AE0', 'N']	0	5	[1480.4991779375318, 3287.1708823928957],[693.6650927810182, 2009.9018219251125, 3381.4302329994853],[853.2412439353881, 2082.1113462380104, 3355.924644476902, 4516.011836859953],[773.2377793515392, 1664.4782131298105, 2404.8476840260614, 3486.515189590213, 4452.891279398269]	[1267.604989445731, 871.8365269048059],[396.0087882204578, 455.7715390595412, 378.8028353080165],[435.590005504241, 295.4363851145552, 269.3810129951409, 1336.9581926685482],[608.0884809271311, 815.6273971692365, 943.3792932191077, 315.15859260205036, 837.7921723853549]
AH	0	THEN	659.6	1970.3	3427.1	195.4	242.6	609.5	574.061	574.033	574.117	0.084	6	4	1	2	4	0			620.6	2003.3	661.5	1968.0	657.3	1925.9	637.5	1829.1	613.8	1711.0	N	M	['N', 'AH0', 'M']	1	4	[724.4205373112877, 2189.991962703953, 4063.758776554061],[659.6249919359371, 1970.264040730028, 3427.1265228710267, 4576.171811193322],[807.8387914051859, 2036.2335270691017, 3426.2203763736034, 4593.451532927868],[636.3847542256077, 928.0351700780943, 2059.672423990578, 3414.5031127981783, 4486.48834461031]	[1091.531856368757, 994.6634890704066, 997.7171860945318],[195.36653102479488, 242.648794950566, 609.481592278672, 1027.612906871244],[242.38826335786433, 109.99892873161221, 221.8144361113516, 435.8619791194067],[911.5302105484476, 939.9185354576266, 94.15818659457734, 134.6085331137225, 322.8037738207809]
AY	0	MY	867.5	1934.0	3276.5	478.3	372.7	339.1	574.26	574.2	574.448	0.248	41	0	0	0	2	0			849.4	1864.5	820.0	2086.2	749.8	2296.7	662.5	2520.8	534.1	2559.7	M		['M', 'AY0']	1	5	[1373.790366015469, 3336.3393330605013],[738.6404757592915, 1767.5918002739281, 3344.508311020587, 4758.400922578402],[867.538475456251, 1933.987424278351, 3276.4991669001015, 4811.150218171217],[741.6739566204092, 1641.7133832380134, 2518.2630510600666, 3578.5469406636817]	[452.8486914489859, 1101.3987377243027],[472.42542295380093, 414.93653717835616, 868.57956291214, 1524.3633903018201],[478.30152730308333, 372.7149829430433, 339.0822898625873, 720.0121284380986],[450.1994799612532, 1583.9292450265152, 213.00717798845733, 320.903594598293]
AE	0	GRANDFATHER	632.1	2003.3	3115.6	337.1	171.7	333.2	574.652	574.622	574.713	0.091	3	4	1	2	8	5			631.7	2089.9	634.6	1992.8	655.6	1886.9	669.3	1736.1	657.6	1595.2	R	M	['G', 'R', 'AE0', 'M', 'F', 'AA0', 'DH', 'ER0']	2	4	[1453.8754295030456, 2665.5171734282753],[632.0501840798449, 2003.3226340003343, 3115.644019176187],[639.335933488046, 1976.290168807125, 2986.5734288517933, 3659.993444416691],[579.3949764029036, 1409.6928878998033, 2451.8866720661395, 3226.773401995641, 4367.119721121805]	[886.5467715516811, 902.2469796132639],[337.05897032069447, 171.6589837606594, 333.1998076872351],[273.03173152396926, 134.3395574944835, 412.4993747514985, 1126.9149312506322],[968.5956461719118, 189.87516746024755, 208.0455423268635, 299.06140719832, 559.1078120015452]
AA	0	GRANDFATHER	878.2	1558.5	2874.9	131.2	116.6	85.2	574.883	574.833	574.984	0.151	43	3	3	2	1	1			893.8	1564.3	877.6	1563.5	881.6	1595.5	879.9	1649.0	797.2	1676.8	F	DH	['G', 'R', 'AE0', 'M', 'F', 'AA0', 'DH', 'ER0']	5	6	[1163.294145227764, 2950.870762454395],[800.5269810117834, 1501.1069817826876, 2939.1021114568343, 4378.214621574275],[861.4914071739144, 1560.641163010271, 2893.601791676797, 3862.9764454771143],[878.1975815240173, 1558.5393167078507, 2874.8693619609335, 3694.891046206596]	[385.0015976789562, 436.7695375148436],[301.33956576280815, 353.08377785425085, 174.11654847402664, 1125.5966032289805],[214.5523638538104, 187.35886809213892, 86.23760698292394, 425.8339163517787],[131.20046616780485, 116.62568039840562, 85.20233045269462, 1073.0303991220158]
ER	0	GRANDFATHER	678.7	1906.7	2779.4	109.4	325.9	167.6	575.045	575.012	575.111	0.099	94	0	0	0	3	0			670.7	1881.6	678.7	1899.0	667.9	1867.5	636.3	1923.6	592.8	1920.3	DH		['G', 'R', 'AE0', 'M', 'F', 'AA0', 'DH', 'ER0']	7	6	[693.329146735987, 2689.3068204934007],[635.4311801135425, 2129.0077791958383, 2835.3287313131877, 4398.407159545107],[651.7412120656055, 2041.902298723517, 2828.2820515548574, 4075.088079097863],[678.7068364232496, 1906.6783236815922, 2779.354119965027, 3175.5067482387967, 4160.871660476728]	[379.93423330971297, 331.36355642475223],[178.4596065184747, 957.8440623491958, 315.9990296012628, 787.1967732880134],[157.58225693481253, 510.4145044962671, 158.69938265488526, 394.74476810460015],[109.39240852568126, 325.9048748537935, 167.63389238577835, 1498.0589466344868, 365.35379335085554]
