 , , M, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths	plotmish - changed	plotmish - removed	plotmish - note	plotmish - annotator				
AE	1	HANDLING	679.4	1781.5	2817.5	192.2	81.7	268.0	80.6	80.58	80.64	0.06	33	4	4	2	0	4			679.5	1802.5	679.7	1779.6	681.9	1760.3	672.0	1730.5	644.9	1670.5	HH	N	['HH', 'AE1', 'N', 'D', 'L', 'IH0', 'NG']	1	5	[1724.166243372748, 2893.026987140287],[716.5791082923004, 1811.0961755617834, 2896.2896272025846, 4356.680560792206],[679.372937247184, 1781.4668364809158, 2817.5418496272237, 3388.097716052414],[664.7627899825421, 1400.1606769916734, 1791.377039833457, 2795.330702460722, 3418.827978352057, 4581.067538190893]	[320.2224158595902, 567.2337179243674],[413.6389545971457, 122.92790564566342, 201.72572068710593, 833.5018350258043],[192.1761101098379, 81.66131148578141, 268.012276242983, 1462.84510293349],[190.90018498774384, 2234.384076859846, 87.00815648657561, 204.93732610601066, 721.6125890069754, 614.0454922778358]				
IH	0	HANDLING	421.0	1909.2	2712.2	234.7	335.5	352.5	80.77	80.76	80.79	0.03	1	4	6	2	8	0			421.0	1909.2	421.0	1909.2	410.0	1885.1	397.4	1841.2	397.4	1841.2	L	NG	['HH', 'AE1', 'N', 'D', 'L', 'IH0', 'NG']	5	5	[1963.1816823568713, 2903.4422769309435],[415.7157187303889, 1980.067884017642, 2875.205500519637],[421.009008710733, 1909.1933335397282, 2712.1901527356567, 3619.2334414297156],[384.2906572826212, 1050.6712145011004, 1950.4699934186956, 2725.262214090366, 3488.6067099815664, 4631.9744494441975]	[1260.928878752612, 1253.7297522435183],[297.9608922641094, 339.39822402647656, 341.83129470967725],[234.71089308908486, 335.51444127226637, 352.4658821490515, 753.5618992465612],[166.50730036521742, 840.7099230461163, 130.93748779665523, 125.5946488690675, 300.51189339143156, 391.4088323579479]				
IH	2	INDIVIDUAL	401.2	2018.8	2775.0	79.9	353.0	268.1	81.066	81.029	81.14	0.111	1	4	4	2	0	5			527.9	2178.6	400.7	2325.3	409.3	2263.8	408.8	2343.8	307.7	2178.6		N	['IH2', 'N', 'D', 'AH0', 'V', 'IH1', 'JH', 'AH0', 'W', 'AH0', 'L']	0	5	[1431.121332349042],[414.2357111525395, 2318.99697563603, 3000.4002007674744],[401.17469983194866, 2018.7578138548151, 2775.0195355669603, 3372.7825672163726],[393.7793658612432, 1547.5500999469953, 2190.423688843318, 2832.3044036968336, 3658.588533262451, 4809.275881196567]	[935.3831238520885],[242.35912331367754, 413.0700678135131, 388.3929213992011],[79.87970156641512, 353.0035399495258, 268.10378749641075, 1023.2273815095359],[61.59909455704575, 1078.0200458503482, 391.42519286475004, 184.70252841979607, 442.34466654444617, 166.6687147950952]				
AH	0	INDIVIDUAL	389.1	1849.3	2810.8	191.2	122.7	215.0	81.22	81.21	81.239	0.029	6	3	2	2	3	2			389.1	1849.3	389.1	1849.3	387.5	1848.0	385.5	1848.8	385.5	1848.8	D	V	['IH2', 'N', 'D', 'AH0', 'V', 'IH1', 'JH', 'AH0', 'W', 'AH0', 'L']	3	4	[1831.1877254768979, 2657.5502717502154],[389.0830738737231, 1849.326277136811, 2810.8386233447886, 4371.5763074612605],[380.211175894229, 1779.6608461633257, 2559.5794739848066, 3236.1951375895896, 4485.202714498089],[378.7228946374222, 1407.9891851280488, 1826.704732262411, 2646.8033751196226, 3397.110209150342]	[832.968474985741, 1208.4557100548054],[191.2061081891796, 122.74530600909016, 214.9769572458209, 542.2124442537668],[27.347276901114036, 50.43860821922347, 235.27206558311292, 504.3481899374251, 375.8452947237482],[220.55736849612285, 2381.6853638160796, 57.47774393233843, 148.7676283838482, 270.0305240888093]				
IH	1	INDIVIDUAL	388.2	2008.9	2781.2	172.3	244.5	312.2	81.33	81.31	81.369	0.059	1	2	5	2	1	2			383.2	1954.1	388.5	2015.8	388.8	2077.7	384.0	2109.0	421.4	2137.2	V	JH	['IH2', 'N', 'D', 'AH0', 'V', 'IH1', 'JH', 'AH0', 'W', 'AH0', 'L']	5	4	[1483.0732585915634, 2634.371404764933],[388.2081334960697, 2008.907067211826, 2781.2041781882754, 4083.1655006073324],[378.4029115225902, 1836.492882849058, 2526.2939877994263, 3294.52628554473],[377.5702930234718, 1760.1413437839333, 1849.1603615216416, 2549.874311036259, 3332.073067900498, 4563.67979593392]	[1104.2381247954706, 1210.3550173693043],[172.3433094733884, 244.51789039675623, 312.2153298346969, 967.0128087075317],[17.86965427186055, 79.52188644549524, 120.24731246838448, 291.5643590942336],[17.07655411922243, 1767.9359350255434, 487.96909148594176, 106.22546353349135, 178.76101029108088, 445.83979732194916]				
AH	0	INDIVIDUAL	309.5	1735.7	2531.9	166.5	112.4	102.9	81.419	81.409	81.44	0.031	6	0	1	2	5	1			309.5	1735.7	309.5	1735.7	308.9	1725.7	312.9	1712.4	312.9	1712.4	JH	W	['IH2', 'N', 'D', 'AH0', 'V', 'IH1', 'JH', 'AH0', 'W', 'AH0', 'L']	7	6	[2457.973577057615, 3146.098055899597],[1921.2637782782053, 2622.6790686356835, 3959.4612644167837],[1444.157403285378, 2388.3030747313546, 3230.0326321730063, 4252.115692477619],[309.54258249980114, 1735.6619617080519, 2531.8616345353084, 2906.6418430453327, 3843.127661997579]	[439.1233918218417, 2068.103931994449],[617.5769451230645, 149.29725939619178, 925.7019694846334],[580.3219709999842, 106.38885963009118, 590.9274929603686, 571.4402104871826],[166.54349203161846, 112.41002778966752, 102.86178357385826, 358.04049825971697, 448.70822153054473]				
AH	0	INDIVIDUAL	390.5	1405.4	2462.5	96.2	141.6	420.4	81.48	81.47	81.5	0.03	6	5	4	2	9	0			390.5	1405.4	390.5	1405.4	387.4	1392.5	383.3	1382.2	383.3	1382.2	W	L	['IH2', 'N', 'D', 'AH0', 'V', 'IH1', 'JH', 'AH0', 'W', 'AH0', 'L']	9	6	[652.8659451795373, 2575.228168665215],[939.1601205507473, 2335.032732790568, 3317.9712743850214],[401.7319290623397, 1472.4279231123833, 2609.0499561973324, 3290.758736152022, 3987.898904280347],[390.4592672381571, 1405.3794278150972, 2462.5400875221794, 2876.9138277215256, 3566.677083263479]	[1121.8005210677873, 867.8947936373959],[1026.8336426453372, 484.61423140375774, 438.9478194086668],[245.74894901477438, 251.2292446228052, 161.71335887476798, 437.1183072809622, 815.5172550123754],[96.24761764367858, 141.59259400019764, 420.4487416007258, 388.67361926676915, 357.30539890008555]				
IH	2	SITUATIONS	371.1	1899.3	2292.0	42.7	103.9	1593.5	81.603	81.59	81.63	0.04	1	2	5	1	3	2			371.9	1893.9	370.2	1904.3	363.9	1929.7	354.7	1948.2	351.2	1950.4	S	CH	['S', 'IH2', 'CH', 'UW0', 'EY1', 'SH', 'AH0', 'N', 'Z']	1	6	[2186.2826668838634, 3026.2586937564934],[322.1076209044808, 2011.222139101842, 2919.157770648121, 4267.515385601035],[375.6715668378678, 1911.502337578502, 2760.8778878687135, 3363.87164825239, 4353.257747322364],[371.0691573558358, 1899.3291411321272, 2291.996989970832, 2805.481697353722, 3565.0002177365277]	[794.6177355115575, 936.6990366309986],[575.2694699013723, 233.14250751739525, 167.48368711986396, 305.536310596687],[69.42583717914154, 72.27762604381144, 168.768026165488, 551.5985625888256, 247.89147093638232],[42.73814594802885, 103.90619010034294, 1593.5186036778555, 186.8006578646534, 545.352760831144]				
UW	0	SITUATIONS	364.0	1164.6	2365.2	98.8	76.2	274.6	81.75	81.72	81.81	0.09	72	0	0	0	5	2			354.5	1255.5	365.3	1163.7	397.1	1210.9	437.5	1372.4	457.0	1554.0	CH	EY1	['S', 'IH2', 'CH', 'UW0', 'EY1', 'SH', 'AH0', 'N', 'Z']	3	6	[866.629752389829, 2777.0918841078133],[1002.0148716546641, 2393.018180401827, 3240.4989447838398],[370.935786920068, 1183.639096074648, 2386.918509289689, 3211.001125498313, 4378.452195933184],[363.95768412432176, 1164.5942972592038, 2365.212262864509, 2793.2736542290622, 3348.5993019697316]	[1095.533066534695, 916.4085196350103],[358.3424176907672, 562.7928925811102, 708.259058700663],[169.98848111842085, 111.92307394021631, 114.7836782858628, 181.4983702836814, 758.5800155253131],[98.8012999353121, 76.2256139609311, 274.56025550461914, 1269.1957430218226, 492.3263412450103]				
EY	1	SITUATIONS	458.0	2090.8	3050.6	147.8	264.9	609.2	81.822	81.81	81.859	0.049	21	3	5	1	0	1			458.0	2090.8	448.7	2127.7	432.2	2123.4	393.5	2122.5	653.6	2253.4	UW0	SH	['S', 'IH2', 'CH', 'UW0', 'EY1', 'SH', 'AH0', 'N', 'Z']	4	4	[1477.686457673207, 2912.641884666624],[458.0028312307715, 2090.8141202640018, 3050.6376293091093, 4150.829240665094],[442.5011751095868, 1840.338105627716, 2491.664745947872, 3378.220181962385],[444.34477495160024, 1244.0199426206723, 1896.2233819338123, 2555.778460424617, 3413.132772479869, 4527.878052758433]	[654.8856634608061, 655.20697572787],[147.78699518916721, 264.87278545547406, 609.195192552739, 1191.8775322635086],[32.4226022669451, 262.9067394130935, 326.55708233192337, 339.4594157670638],[40.941637962587095, 2630.5373301895224, 506.3422859217286, 215.99290442192898, 178.8184070583972, 481.43887419758767]				
AH	0	SITUATIONS	350.1	1704.4	2418.2	302.8	463.3	993.9	81.94	81.93	81.96	0.03	6	4	4	2	5	3			350.1	1704.4	350.1	1704.4	349.4	1684.9	344.9	1670.9	344.9	1670.9	SH	N	['S', 'IH2', 'CH', 'UW0', 'EY1', 'SH', 'AH0', 'N', 'Z']	6	6	[2276.6338622419903, 4184.695101541505],[1095.6419779038815, 2637.419888346305, 3958.0326525642517],[329.75358127444997, 1873.3126755525127, 3091.8449605432706, 4051.3245415452157],[350.0901900911517, 1704.3590340871847, 2418.1724155541224, 3465.8645692933083, 4278.555248961702]	[1211.457280489674, 646.2551653448857],[993.8237364761039, 633.0839708498816, 708.8074793539298],[460.8323541041072, 504.613881954982, 964.8015152580516, 923.8058484078276],[302.8492688442533, 463.3276904891617, 993.8578108799568, 604.883577879307, 376.371311664526]				
AH	0	WITH	377.2	1547.1	2218.4	201.9	149.6	2669.4	82.087	82.06	82.14	0.08	6	3	3	2	9	0			372.1	1551.4	377.0	1546.1	362.6	1557.9	324.0	1600.9	308.3	1574.8	W	DH	['W', 'AH0', 'DH']	1	6	[1143.4472001627685, 2833.5813078317865],[1446.2142693992355, 2753.3467382734857, 3748.7285050263995],[383.69916482115036, 1558.9717771055566, 2678.542943758613, 3460.995941763654, 4328.879229687117],[377.23595414610895, 1547.1378424966795, 2218.378956959261, 2693.5633285720523, 3495.7617095703094, 4366.3927133417865]	[1642.1741521101364, 1106.291274421776],[529.3680596652064, 375.88186446610956, 623.9921266274819],[236.57762494253117, 135.44764178051236, 132.87992321485655, 291.2579764922841, 590.5714261417243],[201.86025336874746, 149.62423502042486, 2669.351887535383, 141.8447640968605, 240.75148386522432, 434.8380450615054]				
IH	2	INDIVIDUAL	403.6	2007.7	2888.9	74.1	102.6	150.6	82.22	82.19	82.279	0.089	1	4	4	2	0	5			399.8	1985.8	402.9	2006.1	392.4	2021.5	413.8	2058.0	435.7	2018.2		N	['IH2', 'N', 'D', 'AH0', 'V', 'IH1', 'JH', 'AH0', 'W', 'AH0', 'L']	0	5	[2190.6168756767506, 2991.111409557256],[376.1713913852954, 2143.4917760198964, 3051.8514349547754, 4476.714561122051],[403.5854162362775, 2007.6750351684982, 2888.942544348611, 3705.94324007801],[398.7008966273504, 1594.6891770063144, 2032.0648964771044, 2898.608258683143, 3674.3140758981426, 4689.390470630766]	[1225.616620113717, 615.6522225559053],[493.6078440921161, 284.2084123119965, 240.60656638690264, 660.9442687010795],[74.149706176368, 102.64050307309606, 150.61060381848006, 603.8093300292144],[65.03788862573558, 1693.0749793643786, 106.47740073792139, 85.09424605242314, 263.45386653077844, 388.7564604816822]				
AH	0	INDIVIDUAL	359.5	1764.6	2587.3	54.5	110.8	104.1	82.39	82.38	82.409	0.029	6	3	2	2	3	2			359.5	1764.6	359.5	1764.6	358.9	1751.7	357.9	1738.3	357.9	1738.3	D	V	['IH2', 'N', 'D', 'AH0', 'V', 'IH1', 'JH', 'AH0', 'W', 'AH0', 'L']	3	5	[1957.9316147442948, 2660.5659198025887],[304.4847518818868, 2056.291333526947, 2786.258603196707, 4439.9075955422295],[359.4675042743927, 1764.5855503309297, 2587.295769175836, 3324.1142609203175, 4576.423421371463],[363.0145558534862, 1139.9537947351682, 1794.8445599825095, 2609.7798605542625, 3373.5013195504303, 4568.560791817755]	[1927.2298871740534, 544.0410479322436],[627.2846054889721, 601.8454468612455, 356.09619297648766, 1030.2389809596318],[54.496604790625405, 110.79644431746028, 104.06223065197601, 310.72757885517757, 439.42906978814096],[83.27814651186095, 3787.112857783696, 111.4628943973633, 70.42986832105056, 178.46194673646093, 207.9842551005726]				
IH	1	INDIVIDUAL	364.6	1903.8	2579.6	84.3	85.1	181.0	82.476	82.449	82.529	0.08	1	2	5	2	1	2			353.0	1837.6	364.5	1908.6	361.7	1942.3	357.7	1954.1	350.0	1967.1	V	JH	['IH2', 'N', 'D', 'AH0', 'V', 'IH1', 'JH', 'AH0', 'W', 'AH0', 'L']	5	5	[2072.7661560765864, 3309.7074996361016],[1918.1373015953336, 3019.427672669595],[364.59452101987904, 1903.7855892129883, 2579.6305728015523, 3432.3981186526385],[361.11494095107105, 1678.4655753671461, 1958.5682642085005, 2616.9172730737787, 3437.2985272788633, 4639.759567875885]	[394.9768931059939, 536.2970702280592],[812.2939815028783, 446.8917354605767],[84.2583968562376, 85.10055413013788, 181.02581191949082, 113.45754566239428],[82.20341701974074, 1394.8682947101922, 802.1632376225479, 157.1567141953052, 64.66187123753694, 444.3847672049838]				
AH	0	INDIVIDUAL	346.5	1126.8	2470.1	99.0	112.8	201.8	82.65	82.64	82.67	0.03	6	0	1	2	5	1			346.5	1126.8	346.5	1126.8	348.9	1103.8	351.9	1081.4	351.9	1081.4	JH	W	['IH2', 'N', 'D', 'AH0', 'V', 'IH1', 'JH', 'AH0', 'W', 'AH0', 'L']	7	5	[848.8658636186301, 2954.229556828381],[855.1537869709299, 2333.5399662983855, 2989.3879963792588],[346.4783765298729, 1126.7582142558465, 2470.051541198197, 3184.036016877618],[340.76110878889, 1107.4908974901857, 2211.5586555966665, 2528.056948710427, 3205.65208002588, 4654.897323184551]	[964.7330183123419, 427.21100690798886],[642.1116947384243, 2254.616362610157, 467.45679524223027],[99.01016312149581, 112.78541575872904, 201.81284301230525, 167.37913835710216],[69.18343908273145, 99.66251852377283, 1400.9845130824112, 787.6983777269012, 170.5093758236875, 812.0470439964051]				
AH	0	INDIVIDUAL	476.8	1076.9	1610.7	92.4	72.6	1752.1	82.712	82.699	82.739	0.04	6	5	4	2	9	0			474.9	1077.1	478.6	1076.5	486.8	1070.4	492.9	1061.2	494.6	1058.4	W	L	['IH2', 'N', 'D', 'AH0', 'V', 'IH1', 'JH', 'AH0', 'W', 'AH0', 'L']	9	6	[932.2368426476027, 2753.7799262023623],[505.78307447895304, 996.9203975733802, 2743.9963888440398, 4408.8231358978965],[482.1479241543311, 1080.362654186537, 2645.0274953431735, 3133.2582180659547],[476.7990293567939, 1076.887415304901, 1610.6693904690605, 2661.171851299321, 3245.5115694023284, 4578.536347259943]	[248.7824258220015, 167.38194398495162],[946.3437216621238, 358.64036954971823, 109.81646583672604, 1192.7783256102489],[82.97254005473984, 52.7285198777334, 103.63656351863088, 506.49705041483367],[92.44515698701488, 72.58323139558235, 1752.1435725870442, 56.126979239117325, 218.52914944179741, 223.0854674344298]				
IY	1	PEOPLE	293.8	2213.8	2958.5	101.8	140.5	285.9	82.877	82.83	82.97	0.14	11	1	1	1	1	1			314.8	2186.5	291.8	2214.1	284.5	2256.5	280.9	2187.1	292.7	1797.8	P	P	['P', 'IY1', 'P', 'AH0', 'L']	1	5	[2415.530739193075, 3140.905115046403],[249.29849166996965, 2305.9142500432317, 3093.5916281001073, 4435.171169803079],[293.7774567901031, 2213.845197585952, 2958.485833458078, 3630.51703643256],[288.68223234374886, 1695.7031402495004, 2242.322798174997, 2965.4097288938, 3686.444540859661, 4600.922691647975]	[668.5973529510788, 766.5000290755406],[413.6921681376279, 172.63630853476016, 214.15794146307312, 481.6580268523222],[101.83174459291764, 140.51052108913706, 285.9081081056197, 992.4264811633975],[71.39201383174982, 1520.0641845683788, 133.1303409169075, 165.05278516484694, 491.3339928664469, 420.51907679205215]				
AH	0	PEOPLE	413.3	980.2	2545.2	67.2	96.7	438.3	83.03	83.02	83.05	0.03	6	5	4	2	1	0			413.3	980.2	413.3	980.2	418.0	970.3	421.8	963.2	421.8	963.2	P	L	['P', 'IY1', 'P', 'AH0', 'L']	3	5	[743.5961214737632, 3184.3681470503407],[504.24095079659656, 1355.4836297315933, 3320.3112623103416],[413.3218356657008, 980.2308953719277, 2545.167647196032, 3288.9946294864667, 4496.206812008838],[408.5750338220755, 968.0017008867025, 2073.137291143381, 2765.1882994339826, 3313.7538794171624, 4517.947784493707]	[275.63842348246135, 442.30001656943733],[388.5941249087022, 483.5160346163697, 539.4465138450261],[67.19420901474055, 96.67817722017564, 438.2593909384192, 178.01203654182234, 454.42305789072435],[54.89440422339642, 86.87506637767318, 1591.903591693333, 871.1943825646131, 190.34109860678484, 319.9562203788408]				
IH	1	WHICH	397.8	1644.2	2501.3	89.7	200.3	139.1	83.588	83.574	83.615	0.041	1	2	5	1	9	0			399.3	1617.8	397.8	1644.2	391.8	1722.6	379.5	1785.4	377.5	1789.3	W	CH	['HH', 'W', 'IH1', 'CH']	2	5	[2092.143377378644, 3135.999459475497],[571.7021644540308, 2280.4150101268247, 3419.841268255017],[397.8467068732, 1644.1979909978604, 2501.3108330841233, 3454.7733494806603, 4663.8812476766225],[395.8835065862247, 1640.5281465100923, 2208.270080487293, 2510.361416380039, 3466.9672514918716, 4660.891811438554]	[1431.9156455734671, 1299.8989193655666],[823.1278256346687, 466.01655096023615, 490.45447468566135],[89.66627962309269, 200.26847239013657, 139.0847043689736, 120.4437074926463, 336.35388004769925],[87.00318122712503, 229.2696558745696, 3705.0838725449617, 159.73221598299014, 112.33867714915152, 250.6025437046576]				
IH	1	IS	370.6	1865.4	2728.3	69.7	93.8	112.9	83.705	83.695	83.725	0.03	1	3	4	2	0	0			370.6	1865.4	370.6	1865.4	370.4	1855.1	369.1	1846.6	369.1	1846.6		Z	['IH1', 'Z']	0	5	[2435.4518511734977, 3280.768792379569],[504.10015009791096, 2131.7253035869426, 3049.5963759173055],[370.59345323441454, 1865.3539865982912, 2728.3270010304777, 3621.0043849325325, 4432.992147239316],[373.5906018726406, 1680.898839214683, 2553.822021450764, 3344.195300425041, 4146.78568179518]	[852.496631145765, 1765.7080672264492],[658.7514493235747, 459.04905065006534, 329.70847340146435],[69.69571434363851, 93.82743679101546, 112.9441656067609, 544.8555252615904, 546.9315319997397],[84.01889937949294, 1085.102901543784, 273.3041548163705, 660.0083941566181, 449.99003813812516]				
AA	1	PROBABLY	734.3	1311.4	2432.1	124.9	134.4	105.7	83.904	83.874	83.964	0.09	5	1	1	2	8	1			724.3	1322.8	734.2	1311.5	727.8	1321.2	694.6	1304.7	633.9	1261.9	R	B	['P', 'R', 'AA1', 'B', 'L', 'IY0']	2	5	[989.0450609961654, 2380.492073857225, 2777.72375049559],[1021.1782189859575, 2124.2734366296954, 2830.9209667298505],[734.2682622887066, 1311.376126135478, 2432.107615729079, 3079.5837794549575],[709.2701832055541, 1274.641809536714, 2027.387206504587, 2458.7791838268145, 3105.301685130931]	[306.4656589699374, 1353.2736463216563, 995.3111218027171],[417.01602602373555, 1081.6556483837414, 589.069424940001],[124.91370631041595, 134.44137784229332, 105.67843051381564, 131.13139634826481],[92.55861893553468, 128.79121876577946, 1385.4988410129079, 138.6281280711714, 109.80041848283133]				
IY	0	PROBABLY	321.1	2281.7	3259.0	140.8	103.6	308.9	84.074	84.034	84.154	0.12	12	0	0	0	8	0			335.2	2258.9	319.6	2281.2	326.1	2285.5	359.6	2254.7	413.6	2025.6	L		['P', 'R', 'AA1', 'B', 'L', 'IY0']	5	4	[2415.2015681152643, 3719.3517201337136],[321.0600734806971, 2281.716679609822, 3258.9539694004234, 4328.868760054938],[317.2578279970095, 2187.534626186703, 2805.9844487609553, 3599.02698132162],[318.084848051986, 1221.411063421985, 2196.1416232816996, 2819.1237969073927, 3572.094934954572, 4597.057392648299]	[474.319843760141, 852.1470826594347],[140.8344279558017, 103.55371030130364, 308.9371376006827, 862.3330685738921],[23.484171317169046, 90.23604100812491, 387.3486019882484, 349.76783337172094],[30.284829683067137, 3054.315072594107, 63.09539407949374, 216.98596031056996, 172.0662873018784, 426.30101654439517]				
EH	1	EVERYONE	611.4	1862.2	2629.5	55.8	80.0	170.2	84.194	84.154	84.275	0.121	2	3	2	2	0	2			605.3	1902.7	610.4	1861.5	594.9	1889.1	569.2	1848.3	508.5	1752.1		V	['EH1', 'V', 'R', 'IY0', 'W', 'AH2', 'N']	0	5	[1802.571285768975, 2742.0566849237366],[673.4592129946884, 2000.7310384453365, 3008.045278923493],[611.4264462822651, 1862.214771873248, 2629.4710562029954, 3537.807715127403],[600.7885518181432, 1654.3229701606679, 1918.058764645892, 2667.7445068468473, 3537.074507990319]	[1125.72976658716, 978.2082571783278],[407.69070754976667, 213.13682424288479, 338.3517681282782],[55.76080427703001, 80.00051023807902, 170.2041158050345, 277.11281701079344],[35.321809791307395, 953.0803517434853, 288.7733683107942, 149.37541513424034, 170.55346462027816]		Yes	OK changed	MS2
